Solution,Type,Quarter,Before,During,After,Not_achieved_yet,Planned,Actual
PJ.10-01a,Deliverable,Q1-2019,0,0,0,4,4,0
PJ.10-01a,Deliverable,Q2-2019,0,0,0,6,6,0
PJ.10-01a,Deliverable,Q3-2019,0,0,0,3,3,0
PJ.10-01a,Deliverable,Q4-2019,0,0,0,1,1,0
PJ.10-01a,Milestone,Q4-2016,0,0,0,0,0,0
PJ.10-01a,Milestone,Q1-2017,0,0,0,0,0,0
PJ.10-01a,Milestone,Q2-2017,0,0,0,0,0,0
PJ.10-01a,Milestone,Q3-2017,0,1,0,0,1,1
PJ.10-01a,Milestone,Q4-2017,0,0,0,1,1,0
PJ.10-01a,Milestone,Q1-2018,0,0,0,3,3,0
PJ.10-01a,Milestone,Q2-2018,0,0,0,0,0,0
PJ.10-01a,Milestone,Q3-2018,0,0,0,0,0,0
PJ.10-01a,Milestone,Q4-2018,0,0,0,0,0,0
PJ.10-01a,Milestone,Q1-2019,0,0,0,0,0,0
PJ.10-01a,Milestone,Q2-2019,0,0,0,0,0,0
PJ.10-01a,Milestone,Q3-2019,0,0,0,1,1,0
PJ.10-01a,Milestone,Q4-2019,0,0,0,1,1,0
PJ.10-01a,Validation,Q4-2016,0,0,0,0,0,0
PJ.10-01a,Validation,Q1-2017,0,0,0,0,0,0
PJ.10-01a,Validation,Q2-2017,0,0,0,0,0,0
PJ.10-01a,Validation,Q3-2017,0,0,0,0,0,0
PJ.10-01a,Validation,Q4-2017,0,0,0,0,0,0
PJ.10-01a,Validation,Q1-2018,0,0,0,0,0,0
PJ.10-01a,Validation,Q2-2018,0,0,0,0,0,0
PJ.10-01a,Validation,Q3-2018,0,0,0,0,0,0
PJ.10-01a,Validation,Q4-2018,0,0,0,3,3,0
PJ.10-01a,Validation,Q1-2019,0,0,0,4,4,0
PJ.10-01a,Validation,Q2-2019,0,0,0,5,5,0
PJ.10-01a,Validation,Q3-2019,0,0,0,0,0,0
PJ.10-01a,Validation,Q4-2019,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q4-2016,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q1-2017,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q2-2017,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q3-2017,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q4-2017,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q1-2018,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q2-2018,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q3-2018,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q4-2018,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q1-2019,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q2-2019,0,0,0,0,0,0
PJ.10-01a,Maturity_Gate,Q3-2019,0,0,0,1,1,0
PJ.10-01a,Maturity_Gate,Q4-2019,0,0,0,1,1,0
PJ.10-01a,Work_Package,Q4-2016,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q1-2017,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q2-2017,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q3-2017,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q4-2017,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q1-2018,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q2-2018,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q3-2018,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q4-2018,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q1-2019,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q2-2019,0,0,0,0,0,0
PJ.10-01a,Work_Package,Q3-2019,0,0,0,1,1,0
PJ.10-01a,Work_Package,Q4-2019,0,0,0,1,1,0
PJ.10-01a,Communication,Q4-2016,0,0,0,0,0,0
PJ.10-01a,Communication,Q1-2017,0,0,0,0,0,0
PJ.10-01a,Communication,Q2-2017,0,0,0,0,0,0
PJ.10-01a,Communication,Q3-2017,0,0,0,0,0,0
PJ.10-01a,Communication,Q4-2017,0,0,0,0,0,0
PJ.10-01a,Communication,Q1-2018,0,0,0,0,0,0
PJ.10-01a,Communication,Q2-2018,0,0,0,0,0,0
PJ.10-01a,Communication,Q3-2018,0,0,0,0,0,0
PJ.10-01a,Communication,Q4-2018,0,0,0,0,0,0
PJ.10-01a,Communication,Q1-2019,0,0,0,0,0,0
PJ.10-01a,Communication,Q2-2019,0,0,0,0,0,0
PJ.10-01a,Communication,Q3-2019,0,0,0,1,1,0
PJ.10-01a,Communication,Q4-2019,0,0,0,1,1,0
PJ.10-01a,Reporting_Period,Q4-2016,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q1-2017,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q2-2017,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q3-2017,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q4-2017,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q1-2018,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q2-2018,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q3-2018,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q4-2018,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q1-2019,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q2-2019,0,0,0,0,0,0
PJ.10-01a,Reporting_Period,Q3-2019,0,0,0,1,1,0
PJ.10-01a,Reporting_Period,Q4-2019,0,0,0,1,1,0
PJ.10-01a,Review,Q4-2016,0,0,0,0,0,0
PJ.10-01a,Review,Q1-2017,0,0,0,0,0,0
PJ.10-01a,Review,Q2-2017,0,0,0,0,0,0
PJ.10-01a,Review,Q3-2017,0,0,0,0,0,0
PJ.10-01a,Review,Q4-2017,0,0,0,0,0,0
PJ.10-01a,Review,Q1-2018,0,0,0,0,0,0
PJ.10-01a,Review,Q2-2018,0,0,0,0,0,0
PJ.10-01a,Review,Q3-2018,0,0,0,0,0,0
PJ.10-01a,Review,Q4-2018,0,0,0,0,0,0
PJ.10-01a,Review,Q1-2019,0,0,0,0,0,0
PJ.10-01a,Review,Q2-2019,0,0,0,0,0,0
PJ.10-01a,Review,Q3-2019,0,0,0,1,1,0
PJ.10-01a,Review,Q4-2019,0,0,0,1,1,0
PJ.10-01b,Deliverable,Q4-2016,0,0,0,0,0,0
PJ.10-01b,Deliverable,Q1-2017,0,0,0,0,0,0
PJ.10-01b,Deliverable,Q2-2017,0,0,0,0,0,0
PJ.10-01b,Deliverable,Q3-2017,0,0,0,0,0,0
PJ.10-01b,Deliverable,Q4-2017,0,0,0,0,0,0
PJ.10-01b,Deliverable,Q1-2018,0,0,0,1,1,0
PJ.10-01b,Deliverable,Q2-2018,0,0,0,3,3,0
PJ.10-01b,Deliverable,Q3-2018,0,0,0,2,2,0
PJ.10-01b,Deliverable,Q4-2018,0,0,0,3,3,0
PJ.10-01b,Deliverable,Q1-2019,0,0,0,2,2,0
PJ.10-01b,Deliverable,Q2-2019,0,0,0,5,5,0
PJ.10-01b,Deliverable,Q3-2019,0,0,0,1,1,0
PJ.10-01b,Deliverable,Q4-2019,0,0,0,0,0,0
PJ.10-01b,Milestone,Q4-2016,0,0,0,0,0,0
PJ.10-01b,Milestone,Q1-2017,0,0,0,0,0,0
PJ.10-01b,Milestone,Q2-2017,0,0,0,0,0,0
PJ.10-01b,Milestone,Q3-2017,0,0,0,1,1,0
PJ.10-01b,Milestone,Q4-2017,0,0,0,1,1,0
PJ.10-01b,Milestone,Q1-2018,0,0,0,4,4,0
PJ.10-01b,Milestone,Q2-2018,0,0,0,0,0,0
PJ.10-01b,Milestone,Q3-2018,0,0,0,3,3,0
PJ.10-01b,Milestone,Q4-2018,0,0,0,1,1,0
PJ.10-01b,Milestone,Q1-2019,0,0,0,0,0,0
PJ.10-01b,Milestone,Q2-2019,0,0,0,0,0,0
PJ.10-01b,Milestone,Q3-2019,0,0,0,1,1,0
PJ.10-01b,Milestone,Q4-2019,0,0,0,0,0,0
PJ.10-01b,Validation,Q4-2016,0,0,0,0,0,0
PJ.10-01b,Validation,Q1-2017,0,0,0,0,0,0
PJ.10-01b,Validation,Q2-2017,0,0,0,0,0,0
PJ.10-01b,Validation,Q3-2017,0,0,0,0,0,0
PJ.10-01b,Validation,Q4-2017,0,0,0,0,0,0
PJ.10-01b,Validation,Q1-2018,0,0,0,0,0,0
PJ.10-01b,Validation,Q2-2018,0,0,0,1,1,0
PJ.10-01b,Validation,Q3-2018,0,0,0,1,1,0
PJ.10-01b,Validation,Q4-2018,0,0,0,1,1,0
PJ.10-01b,Validation,Q1-2019,0,0,0,6,6,0
PJ.10-01b,Validation,Q2-2019,0,0,0,4,4,0
PJ.10-01b,Validation,Q3-2019,0,0,0,0,0,0
PJ.10-01b,Validation,Q4-2019,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q4-2016,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q1-2017,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q2-2017,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q3-2017,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q4-2017,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q1-2018,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q2-2018,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q3-2018,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q4-2018,0,0,0,1,1,0
PJ.10-01b,Maturity_Gate,Q1-2019,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q2-2019,0,0,0,0,0,0
PJ.10-01b,Maturity_Gate,Q3-2019,0,0,0,1,1,0
PJ.10-01b,Maturity_Gate,Q4-2019,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q4-2016,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q1-2017,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q2-2017,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q3-2017,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q4-2017,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q1-2018,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q2-2018,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q3-2018,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q4-2018,0,0,0,1,1,0
PJ.10-01b,Work_Package,Q1-2019,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q2-2019,0,0,0,0,0,0
PJ.10-01b,Work_Package,Q3-2019,0,0,0,1,1,0
PJ.10-01b,Work_Package,Q4-2019,0,0,0,0,0,0
PJ.10-01b,Communication,Q4-2016,0,0,0,0,0,0
PJ.10-01b,Communication,Q1-2017,0,0,0,0,0,0
PJ.10-01b,Communication,Q2-2017,0,0,0,0,0,0
PJ.10-01b,Communication,Q3-2017,0,0,0,0,0,0
PJ.10-01b,Communication,Q4-2017,0,0,0,0,0,0
PJ.10-01b,Communication,Q1-2018,0,0,0,0,0,0
PJ.10-01b,Communication,Q2-2018,0,0,0,0,0,0
PJ.10-01b,Communication,Q3-2018,0,0,0,0,0,0
PJ.10-01b,Communication,Q4-2018,0,0,0,1,1,0
PJ.10-01b,Communication,Q1-2019,0,0,0,0,0,0
PJ.10-01b,Communication,Q2-2019,0,0,0,0,0,0
PJ.10-01b,Communication,Q3-2019,0,0,0,1,1,0
PJ.10-01b,Communication,Q4-2019,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q4-2016,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q1-2017,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q2-2017,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q3-2017,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q4-2017,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q1-2018,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q2-2018,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q3-2018,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q4-2018,0,0,0,1,1,0
PJ.10-01b,Reporting_Period,Q1-2019,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q2-2019,0,0,0,0,0,0
PJ.10-01b,Reporting_Period,Q3-2019,0,0,0,1,1,0
PJ.10-01b,Reporting_Period,Q4-2019,0,0,0,0,0,0
PJ.10-01b,Review,Q4-2016,0,0,0,0,0,0
PJ.10-01b,Review,Q1-2017,0,0,0,0,0,0
PJ.10-01b,Review,Q2-2017,0,0,0,0,0,0
PJ.10-01b,Review,Q3-2017,0,0,0,0,0,0
PJ.10-01b,Review,Q4-2017,0,0,0,0,0,0
PJ.10-01b,Review,Q1-2018,0,0,0,0,0,0
PJ.10-01b,Review,Q2-2018,0,0,0,0,0,0
PJ.10-01b,Review,Q3-2018,0,0,0,0,0,0
PJ.10-01b,Review,Q4-2018,0,0,0,1,1,0
PJ.10-01b,Review,Q1-2019,0,0,0,0,0,0
PJ.10-01b,Review,Q2-2019,0,0,0,0,0,0
PJ.10-01b,Review,Q3-2019,0,0,0,1,1,0
PJ.10-01b,Review,Q4-2019,0,0,0,0,0,0
PJ.10-01c,Deliverable,Q4-2016,0,0,0,0,0,0
PJ.10-01c,Deliverable,Q1-2017,0,0,0,0,0,0
PJ.10-01c,Deliverable,Q2-2017,0,0,0,0,0,0
PJ.10-01c,Deliverable,Q3-2017,0,0,0,0,0,0
PJ.10-01c,Deliverable,Q4-2017,0,0,0,0,0,0
PJ.10-01c,Deliverable,Q1-2018,0,0,0,0,0,0
PJ.10-01c,Deliverable,Q2-2018,0,0,0,2,2,0
PJ.10-01c,Deliverable,Q3-2018,0,0,0,1,1,0
PJ.10-01c,Deliverable,Q4-2018,0,0,0,1,1,0
PJ.10-01c,Deliverable,Q1-2019,0,0,0,0,0,0
PJ.10-01c,Deliverable,Q2-2019,0,0,0,6,6,0
PJ.10-01c,Deliverable,Q3-2019,0,0,0,0,0,0
PJ.10-01c,Deliverable,Q4-2019,0,0,0,0,0,0
PJ.10-01c,Milestone,Q4-2016,0,0,0,0,0,0
PJ.10-01c,Milestone,Q1-2017,0,0,0,0,0,0
PJ.10-01c,Milestone,Q2-2017,0,0,0,1,1,0
PJ.10-01c,Milestone,Q3-2017,0,0,0,1,1,0
PJ.10-01c,Milestone,Q4-2017,0,0,0,2,2,0
PJ.10-01c,Milestone,Q1-2018,0,0,0,1,1,0
PJ.10-01c,Milestone,Q2-2018,0,0,0,1,1,0
PJ.10-01c,Milestone,Q3-2018,0,0,0,0,0,0
PJ.10-01c,Milestone,Q4-2018,0,0,0,0,0,0
PJ.10-01c,Milestone,Q1-2019,0,0,0,3,3,0
PJ.10-01c,Milestone,Q2-2019,0,0,0,0,0,0
PJ.10-01c,Milestone,Q3-2019,0,0,0,1,1,0
PJ.10-01c,Milestone,Q4-2019,0,0,0,0,0,0
PJ.10-01c,Validation,Q4-2016,0,0,0,0,0,0
PJ.10-01c,Validation,Q1-2017,0,0,0,0,0,0
PJ.10-01c,Validation,Q2-2017,0,0,0,0,0,0
PJ.10-01c,Validation,Q3-2017,0,0,0,0,0,0
PJ.10-01c,Validation,Q4-2017,0,0,0,0,0,0
PJ.10-01c,Validation,Q1-2018,0,0,0,0,0,0
PJ.10-01c,Validation,Q2-2018,0,0,0,1,1,0
PJ.10-01c,Validation,Q3-2018,0,0,0,5,5,0
PJ.10-01c,Validation,Q4-2018,0,0,0,3,3,0
PJ.10-01c,Validation,Q1-2019,0,0,0,0,0,0
PJ.10-01c,Validation,Q2-2019,0,0,0,0,0,0
PJ.10-01c,Validation,Q3-2019,0,0,0,0,0,0
PJ.10-01c,Validation,Q4-2019,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q4-2016,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q1-2017,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q2-2017,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q3-2017,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q4-2017,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q1-2018,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q2-2018,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q3-2018,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q4-2018,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q1-2019,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q2-2019,0,0,0,0,0,0
PJ.10-01c,Maturity_Gate,Q3-2019,0,0,0,1,1,0
PJ.10-01c,Maturity_Gate,Q4-2019,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q4-2016,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q1-2017,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q2-2017,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q3-2017,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q4-2017,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q1-2018,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q2-2018,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q3-2018,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q4-2018,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q1-2019,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q2-2019,0,0,0,0,0,0
PJ.10-01c,Work_Package,Q3-2019,0,0,0,1,1,0
PJ.10-01c,Work_Package,Q4-2019,0,0,0,0,0,0
PJ.10-01c,Communication,Q4-2016,0,0,0,0,0,0
PJ.10-01c,Communication,Q1-2017,0,0,0,0,0,0
PJ.10-01c,Communication,Q2-2017,0,0,0,0,0,0
PJ.10-01c,Communication,Q3-2017,0,0,0,0,0,0
PJ.10-01c,Communication,Q4-2017,0,0,0,0,0,0
PJ.10-01c,Communication,Q1-2018,0,0,0,0,0,0
PJ.10-01c,Communication,Q2-2018,0,0,0,0,0,0
PJ.10-01c,Communication,Q3-2018,0,0,0,0,0,0
PJ.10-01c,Communication,Q4-2018,0,0,0,0,0,0
PJ.10-01c,Communication,Q1-2019,0,0,0,0,0,0
PJ.10-01c,Communication,Q2-2019,0,0,0,0,0,0
PJ.10-01c,Communication,Q3-2019,0,0,0,1,1,0
PJ.10-01c,Communication,Q4-2019,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q4-2016,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q1-2017,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q2-2017,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q3-2017,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q4-2017,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q1-2018,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q2-2018,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q3-2018,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q4-2018,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q1-2019,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q2-2019,0,0,0,0,0,0
PJ.10-01c,Reporting_Period,Q3-2019,0,0,0,1,1,0
PJ.10-01c,Reporting_Period,Q4-2019,0,0,0,0,0,0
PJ.10-01c,Review,Q4-2016,0,0,0,0,0,0
PJ.10-01c,Review,Q1-2017,0,0,0,0,0,0
PJ.10-01c,Review,Q2-2017,0,0,0,0,0,0
PJ.10-01c,Review,Q3-2017,0,0,0,0,0,0
PJ.10-01c,Review,Q4-2017,0,0,0,0,0,0
