Solution,Dates,Task,Milestone,Deliverable,Validation,Maturity_Gate,Work_Package,Communication,Reporting_Period,Review,Task_act,Milestone_act,Deliverable_act,Validation_act,Maturity_Gate_act,Work_Package_act,Communication_act,Reporting_Period_act,Review_act
CORUS,01/05/2019,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/06/2019,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/07/2019,0,0,3,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/08/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/09/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/10/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/11/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/12/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/01/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/02/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/03/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/04/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/05/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/06/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/07/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/08/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/09/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/10/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/11/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CORUS,01/12/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/01/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/02/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/03/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/04/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/05/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/06/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/07/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/08/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/09/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/10/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/11/2017,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/12/2017,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
DREAMS,01/01/2018,0,0,9,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/02/2018,0,0,9,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/03/2018,0,0,9,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/04/2018,0,0,8,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/05/2018,0,0,8,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/06/2018,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/07/2018,0,0,6,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/08/2018,0,0,6,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/09/2018,0,0,5,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/10/2018,0,0,5,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/11/2018,0,0,5,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/12/2018,0,0,5,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/01/2019,0,0,5,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/02/2019,0,0,3,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/03/2019,0,0,3,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/04/2019,0,0,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/05/2019,0,0,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/06/2019,0,0,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/07/2019,0,0,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/08/2019,0,0,1,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/09/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/10/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/11/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/12/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/01/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/02/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/03/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/04/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/05/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/06/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/07/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/08/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/09/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/10/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/11/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DREAMS,01/12/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/01/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/02/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/03/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/04/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/05/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/06/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/07/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/08/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/09/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/10/2017,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
IMPETUS,01/11/2017,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
IMPETUS,01/12/2017,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
IMPETUS,01/01/2018,0,0,9,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/02/2018,0,0,8,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/03/2018,0,0,8,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/04/2018,0,0,8,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/05/2018,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/06/2018,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/07/2018,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/08/2018,0,0,6,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/09/2018,0,0,6,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/10/2018,0,0,6,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/11/2018,0,0,5,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/12/2018,0,0,4,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/01/2019,0,0,4,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/02/2019,0,0,4,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/03/2019,0,0,3,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/04/2019,0,0,3,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/05/2019,0,0,3,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/06/2019,0,0,3,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/07/2019,0,0,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/08/2019,0,0,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/09/2019,0,0,1,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/10/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/11/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/12/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/01/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/02/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/03/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/04/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/05/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/06/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/07/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/08/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/09/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/10/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/11/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMPETUS,01/12/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/01/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/02/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/03/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/04/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/05/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/06/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/07/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/08/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/09/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/10/2017,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/11/2017,0,0,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/12/2017,0,0,15,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
TERRA,01/01/2018,0,0,15,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/02/2018,0,0,13,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/03/2018,0,0,13,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/04/2018,0,0,13,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/05/2018,0,0,12,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/06/2018,0,0,12,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/07/2018,0,0,10,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/08/2018,0,0,10,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/09/2018,0,0,9,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/10/2018,0,0,8,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/11/2018,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/12/2018,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/01/2019,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/02/2019,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/03/2019,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/04/2019,0,0,5,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/05/2019,0,0,4,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/06/2019,0,0,3,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/07/2019,0,0,3,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/08/2019,0,0,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/09/2019,0,0,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/10/2019,0,0,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/11/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/12/2019,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/01/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/02/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/03/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/04/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/05/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/06/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/07/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/08/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/09/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/10/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/11/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TERRA,01/12/2020,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/01/2017,0,0,145,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
U-Space,01/02/2017,0,0,145,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
U-Space,01/03/2017,0,0,145,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
U-Space,01/04/2017,0,0,145,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
U-Space,01/05/2017,0,0,145,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
U-Space,01/06/2017,0,0,145,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
U-Space,01/07/2017,0,0,145,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
U-Space,01/08/2017,0,0,145,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
U-Space,01/09/2017,0,0,144,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
U-Space,01/10/2017,0,0,139,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0
U-Space,01/11/2017,0,0,135,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
U-Space,01/12/2017,0,0,129,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
U-Space,01/01/2018,0,0,123,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/02/2018,0,0,113,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/03/2018,0,0,112,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/04/2018,0,0,105,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/05/2018,0,0,101,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/06/2018,0,0,100,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/07/2018,0,0,93,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/08/2018,0,0,88,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/09/2018,0,0,80,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/10/2018,0,0,78,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/11/2018,0,0,62,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/12/2018,0,0,57,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/01/2019,0,0,55,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/02/2019,0,0,51,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/03/2019,0,0,49,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/04/2019,0,0,41,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/05/2019,0,0,36,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/06/2019,0,0,35,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/07/2019,0,0,30,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/08/2019,0,0,21,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/09/2019,0,0,11,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/10/2019,0,0,9,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/11/2019,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U-Space,01/12/2019,0,0,7,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
